log_id@section@refid@from_name@to_name@godate@ip@lang_id@fxcode@device@agent@referer@landing@message@agent_id@stamp@date
40289936@trip-form@13624@Hua Lamphong@Chiang Mai@2017-09-27 13:45:00@24.133.211.204@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.tr/@https://12go.asia/en/travel/bangkok/chiang-mai?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfZDaiZE6Wjfxdl2IYqaRiJ0qYobHSO9vQFBuoqGO_BKaARJXQhO0RoCYowQAvD_BwE@Opened booking form@4@2017-09-20 20:31:09@2017-09-20
40289935@trip-form@13618@Hua Lamphong@Chiang Mai@2017-09-25 18:10:00@24.133.211.204@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.tr/@https://12go.asia/en/travel/bangkok/chiang-mai?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfZDaiZE6Wjfxdl2IYqaRiJ0qYobHSO9vQFBuoqGO_BKaARJXQhO0RoCYowQAvD_BwE@Opened booking form@4@2017-09-20 20:31:09@2017-09-20
40289933@query@\N@Bangkok@Koh Samet@2017-10-03 00:00:00@110.77.196.237@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@https://www.google.ca/@https://12go.asia/en@@0@2017-09-20 20:31:03@2017-09-20
40289930@trip-form@55320@Morchit Terminal@Pak Chong@2017-09-30 12:00:00@49.49.249.104@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0@https://www.travelfish.org/transport/thailand/northeast_thailand/nakhon_ratchasima/khao_yai_national_park/all@https://12go.asia/en/travel/pak-chong/chiang-mai?date=2017-09-30&z=1280@Opened booking form@1280@2017-09-20 20:31:03@2017-09-20
40289927@trip-form@16613@Hua Lamphong@Chiang Mai@2017-09-22 22:00:00@134.196.11.247@de@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@https://zugreiseblog.de/wp-content/forms/12go-form.php?origin=Bangkok&destination=Chiang+Mai&ticket=Thailand@https://12go.asia/de/travel/bangkok/chiang-mai?date=2017-09-22&z=32836@Opened booking form@4@2017-09-20 20:31:03@2017-09-20
40289924@trip-form@13618@Hua Lamphong@Chiang Mai@2017-09-21 18:10:00@180.183.111.152@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@https://www.backpackeninazie.nl/backpacken-thailand/chiang-mai/nachttrein-bangkok/@https://12go.asia/en?z=78631@Opened booking form@78631@2017-09-20 20:31:01@2017-09-20
40289921@unique@\N@@@2017-09-20 20:31:00@159.46.196.35@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko@https://tipsthailand.nl/nachttrein-thailand/@https://12go.asia/en/travel/bangkok/chiang-mai?=&date=2017-10-17&z=74548@\N@74548@2017-09-20 20:31:00@2017-09-20
40289920@query@\N@Koh Samui@Bangkok@2018-01-12 00:00:00@89.86.40.74@en@THB@Desktop@Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:44.0) Gecko/20100101 Firefox/44.0@https://www.thailandee.com/transports/@https://12go.asia/fr/travel/bangkok/koh-samui?date=2017-09-24&z=1332@@1332@2017-09-20 20:30:55@2017-09-20
40289918@query@\N@Phuket@Phi Phi@2017-11-13 00:00:00@37.216.215.26@en@USD@Desktop@Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.sa/@https://12go.asia/en/travel/bangkok/phuket@@0@2017-09-20 20:30:52@2017-09-20
40289917@query@\N@Bangkok@Koh Chang@2017-12-16 00:00:00@31.210.212.151@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@http://forum.awd.ru/viewtopic.php?f=40&t=314197@https://12go.asia/en/travel/bangkok/koh-chang?date=2017-03-29@@56330@2017-09-20 20:30:52@2017-09-20
40289914@query@\N@Chiang Mai@Chiang Rai@2017-09-21 00:00:00@223.207.60.189@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1@@https://12go.asia/@@0@2017-09-20 20:30:51@2017-09-20
40289912@not-found@\N@Khao Sok@Koh Samui@2017-09-22 00:00:00@118.173.215.44@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1@https://12go.asia/en/travel/suratthani/khao-sok@https://12go.asia/en/travel/khao-sok/koh-samui?date=2017-09-22@\N@74548@2017-09-20 20:30:50@2017-09-20
40289909@query@\N@Bangkok@Suratthani@2017-12-28 00:00:00@217.92.60.23@en@EUR@Desktop@Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36@@https://12go.asia/de/travel/bangkok/suratthani?date=2017-12-28@@0@2017-09-20 20:30:50@2017-09-20
40289906@query@\N@Pai@Chiang Mai@2017-10-03 00:00:00@49.228.238.70@en@THB@Desktop@Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.co.th/@https://12go.asia/en/travel/pai/chiang-mai@@0@2017-09-20 20:30:45@2017-09-20
40289905@unique@\N@@@2017-09-20 20:30:44@124.183.131.49@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.au/@https://12go.asia/en/travel/chiang-mai/bangkok?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMSZ8rkJLzcT6ZXLJMsA2UpMT6yF0VjnkP37NOIwO-cYEOvI0BycboxoCojIQAvD_BwE@\N@4@2017-09-20 20:30:44@2017-09-20
40289902@trip-web@20642@Hat Yai Airport@Don Mueang Airport@2017-09-28 08:30:00@171.6.248.153@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@http://www.th.virail.com/deeplink/hat_yai/krung_thep_maha_nakhon/20170928/th/THB/623a8ecf24d432d27d68576e4e2e51b7/1650:0830100019.6784/th@https://12go.asia/en/travel/hat-yai/don-mueang-airport/180377-5941-5936?date=2017-09-28&z=125089@@1@2017-09-20 20:30:40@2017-09-20
40289900@trip-form@13618@Hua Lamphong@Chiang Mai@2017-09-27 18:10:00@24.133.211.204@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.tr/@https://12go.asia/en/travel/bangkok/chiang-mai?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfZDaiZE6Wjfxdl2IYqaRiJ0qYobHSO9vQFBuoqGO_BKaARJXQhO0RoCYowQAvD_BwE@Opened booking form@4@2017-09-20 20:30:39@2017-09-20
40289897@trip-form@13618@Hua Lamphong@Chiang Mai@2017-09-25 18:10:00@24.133.211.204@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.tr/@https://12go.asia/en/travel/bangkok/chiang-mai?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfZDaiZE6Wjfxdl2IYqaRiJ0qYobHSO9vQFBuoqGO_BKaARJXQhO0RoCYowQAvD_BwE@Opened booking form@4@2017-09-20 20:30:39@2017-09-20
40289896@query@\N@Chiang Mai@Chiang Rai@2017-09-25 00:00:00@223.207.60.189@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1@@https://12go.asia/@@0@2017-09-20 20:30:36@2017-09-20
40289894@query@\N@Krabi@Kuala Lumpur@2017-12-01 00:00:00@213.10.166.40@en@THB@Tablet@Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@https://tipsthailand.nl/binnenlandse-vluchten-thailand/@https://12go.asia/en?z=74548@@74548@2017-09-20 20:30:30@2017-09-20
40289893@unique@\N@@@2017-09-20 20:30:29@171.6.248.153@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@http://www.th.virail.com/deeplink/hat_yai/krung_thep_maha_nakhon/20170928/th/THB/623a8ecf24d432d27d68576e4e2e51b7/1650:0830100019.6784/th@https://12go.asia/en/travel/hat-yai/don-mueang-airport/180377-5941-5936?date=2017-09-28&z=125089@\N@125089@2017-09-20 20:30:29@2017-09-20
40289891@unique@\N@@@2017-09-20 20:30:29@162.158.64.170@en@THB@Desktop@Go-http-client/1.1@http://12go.asia/fr?z=248412@https://12go.asia/fr?z=248412@\N@248412@2017-09-20 20:30:29@2017-09-20
40289890@query-autoconn@\N@Sihanoukville@Suvarnabhumi Burapha@2017-11-06 00:00:00@107.77.216.229@en@THB@Phone@Mozilla/5.0 (Linux; Android 6.0.1; SM-J700H Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36@@https://12go.asia/@@0@2017-09-20 20:30:28@2017-09-20
40289887@trip-book@46149@Phnom Penh Mekong Express@Siem Reap@2017-09-21 12:30:00@96.9.69.94@en@THB@Phone@Mozilla/5.0 (Linux; Android 7.0; WAS-LX1A Build/HUAWEIWAS-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36@http://www.google.com.kh/@https://12go.asia/en/bus/phnom-penh/siem-reap?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfo3Jdkwciyxta3KwTGAtn3kVpOJDalf2E_Nxys0xF4MX9gNTP8t7xoCJg0QAvD_BwE@Pushed pay button@354628@2017-09-20 20:30:28@2017-09-20
40289885@query@\N@Sihanoukville@Suvarnabhumi Burapha@2017-11-06 00:00:00@107.77.216.229@en@THB@Phone@Mozilla/5.0 (Linux; Android 6.0.1; SM-J700H Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36@@https://12go.asia/@@0@2017-09-20 20:30:27@2017-09-20
40289882@query@\N@Bangkok@Chiang Mai@2017-09-27 00:00:00@203.113.97.170@en@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@@https://12go.asia/?z=771@@771@2017-09-20 20:30:26@2017-09-20
40289879@unique@\N@@@2017-09-20 20:30:22@47.9.214.139@en@THB@Phone@Mozilla/5.0 (Linux; Android 6.0.1; SM-J700F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36@http://svarogical.eu/schedule/phuket-to-phi-phi-island-speedboat-price.html@https://12go.asia/en/travel/bangkok/chiang-mai?date=2017-09-24&utm_source=travelpayouts&sub_id=r0lldl49-17138@\N@56330@2017-09-20 20:30:22@2017-09-20
40289878@query@\N@Ho Chi Minh@Hanoi@2017-11-15 00:00:00@183.171.87.99@en@MYR@Phone@Mozilla/5.0 (Linux; Android 5.0.2; Lenovo A6000 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36@https://www.google.com/@https://12go.asia/en/travel/hanoi/ho-chi-minh@@0@2017-09-20 20:30:20@2017-09-20
40289876@unique@\N@@@2017-09-20 20:30:20@213.143.50.182@es@THB@Phone@Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36@https://mochilerosentailandia.com/2014/10/como-ir-de-krabi-a-surahani-koh-tao-o-koh-phangan/@https://12go.asia/es/travel/krabi/koh-tao?z=14704@\N@14704@2017-09-20 20:30:20@2017-09-20
40289873@trip-book@18412@Hanoi@Sapa Lao Cai@2017-10-10 21:30:00@83.115.90.102@fr@EUR@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393@@https://12go.asia/@Pushed pay button@0@2017-09-20 20:30:16@2017-09-20
40289872@query@\N@Mui Ne@Nha Trang Hanh Cafe@2017-12-12 00:00:00@79.175.18.13@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://nashaplaneta.net/asia/vietnam/phanthiet-muine-saigon-hochimin@https://12go.asia/ru/travel/ho-chi-minh/mui-ne-sinh?date=2017-12-12&z=5962@@5962@2017-09-20 20:30:16@2017-09-20
40289870@query@\N@Bangkok@Chiang Mai@2017-09-27 00:00:00@24.133.211.204@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.com.tr/@https://12go.asia/en/travel/bangkok/chiang-mai?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMfZDaiZE6Wjfxdl2IYqaRiJ0qYobHSO9vQFBuoqGO_BKaARJXQhO0RoCYowQAvD_BwE@@4@2017-09-20 20:30:16@2017-09-20
40289867@query@\N@Pattaya@Ban Phe Rayong Tour@2018-01-11 00:00:00@109.174.115.225@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://travel-to-parks.ru/putevoditel-po-ostrovu-ko-kud/@https://12go.asia/ru?utm_source=travelpayouts&sub_id=2rqzuhzwy-16816@@56330@2017-09-20 20:30:14@2017-09-20
40289866@not-found@\N@Ho Chi Minh@Ho Chi Minh@2017-09-24 00:00:00@58.165.244.120@en@THB@Tablet@Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/35.0.167640935 Mobile/14G60 Safari/602.1@http://www.vietnamtraintickets.info/sai-gon-to-ha-noi-train-timetable/@https://12go.asia/en/travel/ho-chi-minh/ho-chi-minh?date=Sun+Sep+24+2017&z=6795@\N@6795@2017-09-20 20:30:14@2017-09-20
40289864@unique@\N@@@2017-09-20 20:30:09@59.184.35.248@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@http://www.krabi.com/book/taxi/ads-index-old.php@https://12go.asia/en/travel/krabi/phuket?date=2017-10-17&z=12987@\N@12987@2017-09-20 20:30:09@2017-09-20
40289863@unique@\N@@@2017-09-20 20:30:07@58.165.244.120@en@THB@Tablet@Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/35.0.167640935 Mobile/14G60 Safari/602.1@http://www.vietnamtraintickets.info/sai-gon-to-ha-noi-train-timetable/@https://12go.asia/en/travel/ho-chi-minh/ho-chi-minh?date=Sun+Sep+24+2017&z=6795@\N@6795@2017-09-20 20:30:07@2017-09-20
40289860@unique@\N@@@2017-09-20 20:30:05@193.218.102.133@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36@https://www.google.ch/@https://12go.asia/de/travel/chiang-mai/bangkok?z=4&gclid=CjwKCAjwo4jOBRBmEiwABWNaMUUxp_AVbxAvc6aXKDS9DnQzMlU3UiNsMppByGgem1wicL1LiJNy0hoCMksQAvD_BwE@\N@4@2017-09-20 20:30:05@2017-09-20
40289858@unique@\N@@@2017-09-20 20:30:04@195.93.244.97@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko@https://www.seat61.com/Thailand.htm@https://12go.asia/en/travel/bangkok/chiang-mai?=&date=2017-10-14&z=771@\N@771@2017-09-20 20:30:04@2017-09-20
40289857@query-autoconn@\N@@@2018-05-12 00:00:00@54.250.255.193@@THB@Desktop@Mozilla/5.0 (X11; Linux x86_64; rv:39.0) Gecko/20100101 Firefox/39.0@@@@82642@2017-09-20 20:30:01@2017-09-20
40289854@query@\N@Chiang Mai@Bangkok@2017-12-12 00:00:00@61.7.132.99@en@CAD@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@https://www.google.co.th/@https://12go.asia/en/travel/koh-samui/koh-phi-phi@@0@2017-09-20 20:29:53@2017-09-20
40289852@unique@\N@@@2017-09-20 20:29:50@89.28.211.147@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36@https://bangkokattractions.com/bangkok-to-siem-reap-bus-flight-train/@https://12go.asia/en/travel/bangkok/siem-reap?date=2017-12-24&z=64932@\N@64932@2017-09-20 20:29:50@2017-09-20
40289851@query-autoconn@\N@@@2017-10-08 00:00:00@54.246.246.81@@THB@Desktop@Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0@@@@82642@2017-09-20 20:29:49@2017-09-20
40289848@trip-form@15025@Hua Lamphong@Chiang Mai@2017-09-29 19:35:00@203.132.214.88@en@THB@Desktop@Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36@https://bangkokattractions.com/bangkok-to-chiang-mai-flight-bus-train/@https://12go.asia/en/travel/bangkok/chiang-mai?date=2017-09-29&z=64932@Opened booking form@64932@2017-09-20 20:29:48@2017-09-20
40289845@query@\N@Bangkok@Pattaya@2017-11-01 00:00:00@87.176.7.79@en@THB@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063@http://www.thailand-ticket.de/service_center_train_tickets_thailand.htm@https://12go.asia/de/travel/bangkok/chiang-mai?=&date=2017-09-30&z=11104@@11104@2017-09-20 20:29:46@2017-09-20
40289843@query@\N@Nakhon Ratchasima@Hat Yai@2017-09-21 00:00:00@14.207.83.13@en@THB@Phone@Mozilla/5.0 (Linux; Android 6.0.1; SM-G610F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36@http://www.google.co.th/@https://12go.asia/th/travel/nakhon-ratchasima/hat-yai@@0@2017-09-20 20:29:45@2017-09-20
40289842@unique@\N@@@2017-09-20 20:29:45@185.214.235.167@de@THB@Desktop@@@https://12go.asia/de/timetable/TH/Koh-Kradan/Phuket/travel?embedded&css=0&z=416557&lang=de&currency=EUR@\N@416557@2017-09-20 20:29:45@2017-09-20
40289840@query@\N@Hanoi@Halong Bay Hon Gai@2017-09-25 00:00:00@14.199.84.243@en@THB@Tablet@Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1@https://www.google.co.uk/@https://12go.asia/en@@0@2017-09-20 20:29:45@2017-09-20
40289837@query-autoconn@\N@Koh Phi Phi@Chiang Mai@2017-09-25 00:00:00@74.15.230.204@fr@CAD@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@@https://12go.asia/fr/avia/koh-samui/phuket?z=1332@@1332@2017-09-20 20:29:43@2017-09-20
40289836@query@\N@Koh Phi Phi@Chiang Mai@2017-09-25 00:00:00@74.15.230.204@en@CAD@Desktop@Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36@@https://12go.asia/fr/avia/koh-samui/phuket?z=1332@@1332@2017-09-20 20:29:42@2017-09-20
40289833@query@\N@Koh Phangan@Bangkok@2017-09-21 00:00:00@223.24.28.239@en@THB@Phone@Mozilla/5.0 (Linux; Android 4.4.2; nl-be; SAMSUNG GT-I9195 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36@https://www.google.co.th/@https://12go.asia/en/travel/bangkok/koh-phangan@@4@2017-09-20 20:29:41@2017-09-20
40289831@trip-book@16613@Hua Lamphong@Chiang Mai@2017-09-22 22:00:00@134.196.11.247@de@THB@Phone@Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1@https://zugreiseblog.de/wp-content/forms/12go-form.php?origin=Bangkok&destination=Chiang+Mai&ticket=Thailand@https://12go.asia/de/travel/bangkok/chiang-mai?date=2017-09-22&z=32836@Pushed pay button@4@2017-09-20 20:29:36@2017-09-20
40289828@unique@\N@@@2017-09-20 20:29:34@85.13.136.17@en@THB@Desktop@Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)@http://travel.flashpacking4life.de@https://12go.asia/de/travel/bangkok/phuket?z=59673@\N@59673@2017-09-20 20:29:34@2017-09-20
40289827@query@\N@Pattaya@Nakhon Ratchasima@2017-09-22 00:00:00@124.121.195.121@en@THB@Phone@Mozilla/5.0 (Linux; Android 6.0.1; SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36@android-app://com.google.android.googlequicksearchbox@https://12go.asia/th/travel/pattaya/nakhon-ratchasima@@0@2017-09-20 20:29:33@2017-09-20
